timestamp,lat,lon,alt,alt_ellipsoid,delta_alt,vel_n,vel_e,vel_d,yaw,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
74275290,32.38813084220899,-117.07722685235846,36.858612,2.086647,-0.0,4.9877596,-8.31561,-0.66345185,-1.0984932,1.2541214,1.563894,0.0,2,0,0,0
74476848,32.38813941390498,-117.07724483320392,36.704075,1.93824,-0.0,4.761544,-8.445075,-0.06312014,-1.0980772,1.2543495,1.5637869,0.0,2,0,0,0
74676848,32.38814766188195,-117.07726303887591,36.520935,1.765995,-0.0,4.6613617,-8.701506,-0.13032006,-1.1039139,1.2545698,1.5639508,0.0,2,0,0,0
74877648,32.38815575540595,-117.07728174392808,36.46265,1.7344933,-0.0,4.5911236,-8.826878,-0.42385402,-1.1070465,1.254768,1.563848,0.0,2,0,0,0
75085648,32.3881640242966,-117.07730124989153,36.555065,1.8418808,-0.0,4.525733,-8.873682,-0.49542084,-1.142954,1.2553866,1.5636032,0.0,2,0,0,0
75286449,32.388171897223884,-117.07732010526585,36.693222,1.9941292,-0.0,4.4571495,-8.907453,-0.3566284,-1.1793485,1.2556144,1.5637416,0.0,2,0,0,0
75486448,32.38817954276519,-117.07733901954953,36.80067,2.1143227,-0.0,4.3473325,-9.047585,-0.31345394,-1.1805091,1.2558664,1.5636443,0.0,2,0,0,0
75688048,32.38818699707738,-117.07735830515891,36.886177,2.213005,-0.0,4.281163,-9.099437,-0.19837993,-1.1781129,1.2561195,1.5635235,0.0,2,0,0,0
75888049,32.38819426407357,-117.07737761181413,36.957706,2.296875,-0.0,4.238726,-9.1904,-0.1326661,-1.177093,1.2563959,1.5634246,0.0,2,0,0,0
76096848,32.38820176276576,-117.07739786173597,37.035988,2.3863144,-0.0,4.2439957,-9.273306,-0.16534153,-1.1530092,1.2569684,1.5634054,0.0,2,0,0,0
76296848,32.38820897212029,-117.077417293851,37.128586,2.4887772,-0.0,4.2977796,-9.227598,-0.11629795,-1.0095257,1.2571708,1.5632875,0.0,2,0,0,0
76497648,32.38821641262931,-117.07743659166086,37.192398,2.5615044,-0.0,4.5080194,-9.075826,0.0070964843,-0.8050384,1.2573589,1.5633954,0.0,2,0,0,0
76697648,32.3882245496971,-117.07745525627949,37.22377,2.5993462,-0.0,5.0385036,-8.729634,0.044422742,-0.5997438,1.2575154,1.5632626,0.0,2,0,0,0
76906471,32.38823447227614,-117.07747348036847,37.22399,2.6031837,-0.0,5.888814,-7.9453106,0.011938115,-0.3751646,1.2579006,1.5631963,0.0,2,0,0,0
77106448,32.38824579882944,-117.07748881813926,37.191673,2.5732002,-0.0,6.91658,-6.776296,-0.10872165,-0.13233575,1.2578659,1.5630515,0.0,2,0,0,0
77308049,32.388259134385386,-117.07750130461794,37.1313,2.5145607,-0.0,7.9028554,-5.3063674,-0.11007958,0.117840536,1.257715,1.5628957,0.0,2,0,0,0
77508048,32.388274027339556,-117.07751040515669,37.03527,2.420704,-0.0,8.722424,-3.6767828,-0.036996152,0.38453215,1.2575898,1.5627662,0.0,2,0,0,0
77708848,32.38829042506851,-117.07751588330845,36.932404,2.3201256,-0.0,9.381536,-1.9531949,-0.18506023,0.6287924,1.2574387,1.5626452,0.0,2,0,0,0
77916848,32.3883082273297,-117.07751770258798,36.876534,2.2668571,-0.0,9.545772,-0.23445927,-0.3407319,0.87391376,1.2577142,1.5626476,0.0,2,0,0,0
78117660,32.388325304658416,-117.07751563594994,36.945957,2.3380966,-0.0,9.28209,1.5526986,-0.58599836,1.1165955,1.2577332,1.5628321,0.0,2,0,0,0
78317648,32.38834138521142,-117.07750957386052,37.13818,2.52874,-0.0,8.492192,3.3853323,-0.62051284,1.3548523,1.2578976,1.5628533,0.0,2,0,0,0
78518449,32.38835576049262,-117.07749949014679,37.46904,2.85178,-0.0,7.2519403,5.2596316,-0.4530498,1.4587734,1.2581115,1.5629243,0.0,2,0,0,0
78726448,32.38836802040859,-117.077484565938,37.88782,3.2547264,-0.0,5.713339,7.33639,-0.5472099,1.507812,1.258772,1.5631573,0.0,2,0,0,0
78927247,32.3883770494392,-117.07746637264977,38.32057,3.6674767,-0.0,4.192307,8.848382,-0.66426927,1.5584819,1.259071,1.5633296,0.0,2,0,0,0
79127248,32.388383260559685,-117.07744543014238,38.651203,3.9784584,-0.0,2.5740502,9.896529,-0.6126336,1.664609,1.2594112,1.5635302,0.0,2,0,0,0
79328048,32.38838654123775,-117.0774225806009,38.75679,4.063698,-0.0,0.99851733,10.517682,-0.51656264,1.8140208,1.2596567,1.5639404,0.0,2,0,0,0
79528050,32.38838728695011,-117.07739875998165,38.70797,3.9951668,-0.0,-0.23157784,10.761631,-0.54105407,1.8984275,1.2598804,1.5642892,0.0,2,0,0,0
79736848,32.388386112330366,-117.0773738534822,38.583996,3.851101,-0.0,-1.1395487,10.563052,-0.8483906,1.9258763,1.2510468,1.5639926,0.0,2,0,0,0
79936848,32.388383819579246,-117.0773508609631,38.491417,3.738617,-0.0,-1.6186516,10.184051,-1.0582875,1.899356,1.2511492,1.5641639,0.0,2,0,0,0
80136848,32.38838101880805,-117.0773289433333,38.459793,3.6870155,-0.0,-1.8330644,9.8535795,-1.1551645,1.8671584,1.2511997,1.563969,0.0,2,0,0,0
80346448,32.38837782385277,-117.07730699295661,38.476784,3.6837006,-0.0,-1.9550244,9.508296,-1.189386,1.8392999,1.2516024,1.563839,0.0,2,0,0,0
80548047,32.38837462565721,-117.07728699573494,38.52923,3.71941,-0.0,-1.9296733,8.93432,-1.374512,1.8155048,1.2515656,1.563574,0.0,2,0,0,0
80748048,32.388371770441054,-117.07726919096018,38.672085,3.8492775,-0.0,-1.7333249,7.9064507,-1.5248924,1.8042141,1.2516346,1.5633146,0.0,2,0,0,0
80949648,32.38836934506586,-117.07725413464517,38.875313,4.0406265,-0.0,-1.4721539,6.5546837,-1.3985416,1.8074731,1.2516739,1.563028,0.0,2,0,0,0
81158448,32.38836736840103,-117.07724184198386,39.038857,4.193836,-0.0,-1.2149067,4.9914756,-1.1281784,1.8315268,1.2521253,1.5628239,0.0,2,0,0,0
81358448,32.38836599962274,-117.0772334467778,39.16066,4.3080444,-0.0,-0.9542537,3.5104454,-0.8132143,1.842195,1.2523059,1.5625511,0.0,2,0,0,0
81558448,32.38836512813226,-117.07722817176217,39.255886,4.396179,-0.0,-0.64395136,2.2222724,-0.59275705,1.8390304,1.2524884,1.5622984,0.0,2,0,0,0
81768047,32.38836473170488,-117.07722502102177,39.28788,4.422142,-0.0,-0.3483768,1.3437657,-0.20629677,1.8431181,1.2531358,1.562175,0.0,2,0,0,0
81968848,32.38836480814767,-117.07722353913496,39.239765,4.3704185,-0.0,-0.13336064,0.7645831,-0.18795021,1.8423686,1.2534554,1.5620168,0.0,2,0,0,0
82168848,32.38836511608556,-117.07722286790849,39.186394,4.314335,-0.0,-0.028471755,0.47187522,-0.21850061,1.8311913,1.2538328,1.5621156,0.0,2,0,0,0
82369648,32.38836559514083,-117.07722273018877,39.136795,4.263962,-0.0,0.02385433,0.23509051,-0.20177665,1.8233228,1.2542219,1.5620494,0.0,2,0,0,0
82569660,32.38836614356197,-117.07722289846741,39.060234,4.18816,-0.0,0.01782674,0.15897839,0.1012051,1.8158463,1.25458,1.5620334,0.0,2,0,0,0
82778448,32.38836650329884,-117.0772228999327,39.041862,4.170967,-0.0,-0.17070715,0.4167154,-0.780885,1.8093501,1.255263,1.5621203,0.0,2,0,0,0
82978448,32.38836640518647,-117.07722218344534,39.218468,4.34914,-0.0,-0.39764017,0.67792237,-1.4419004,1.8023254,1.2555791,1.5621594,0.0,2,0,0,0
83178448,32.38836602631277,-117.07722105874204,39.518642,4.6503296,-0.0,-0.5051852,0.7481233,-1.9619209,1.7893066,1.255798,1.5624082,0.0,2,0,0,0
83379248,32.38836555892877,-117.07721989560554,39.89185,5.0249863,-0.0,-0.51489437,0.69879603,-2.3259988,1.7816945,1.2560866,1.5624671,0.0,2,0,0,0
83587247,32.388365061354015,-117.07721893592569,40.311882,5.447605,-0.0,-0.48156697,0.5743878,-2.4743123,1.7812665,1.2566706,1.5626127,0.0,2,0,0,0
83788050,32.38836458614531,-117.07721829199411,40.71003,5.850662,-0.0,-0.43787044,0.44294858,-2.409879,1.7857581,1.2568891,1.5626768,0.0,2,0,0,0
83988049,32.38836417309865,-117.07721785997019,41.06463,6.212326,-0.0,-0.3812702,0.32668135,-2.1661918,1.7931906,1.2571492,1.5629501,0.0,2,0,0,0
84196848,32.38836379113278,-117.0772175738764,41.374557,6.532593,-0.0,-0.32628793,0.2154459,-1.9559729,1.7990342,1.2577323,1.56329,0.0,2,0,0,0
84396852,32.38836356821,-117.07721753804223,41.64667,6.8193855,-0.0,-0.27510306,0.13364272,-1.8318787,1.8010485,1.2579802,1.5633196,0.0,2,0,0,0
84597648,32.38836339448128,-117.07721774637291,41.91398,7.104233,-0.0,-0.24004132,0.05977902,-1.7206634,1.8019594,1.2581968,1.5635595,0.0,2,0,0,0
84805648,32.388363266173194,-117.07721814418534,42.181633,7.392109,-0.0,-0.19757771,0.002693635,-1.5891303,1.8044897,1.2587861,1.5634292,0.0,2,0,0,0
85006448,32.38836319728388,-117.07721852550388,42.42979,7.66024,-0.0,-0.15829481,-0.031416215,-1.4808042,1.8056935,1.2589691,1.5634369,0.0,2,0,0,0
85206448,32.388363137588684,-117.07721890470994,42.67871,7.9290695,-0.0,-0.13227442,-0.06253148,-1.3573939,1.8087047,1.259182,1.563456,0.0,2,0,0,0
85415248,32.388363085166155,-117.0772193357553,42.934746,8.2048,-0.0,-0.12509316,-0.07154998,-1.217049,1.8129944,1.2597036,1.5635598,0.0,2,0,0,0
85615259,32.388363094701184,-117.07721973064365,43.185905,8.475998,-0.0,-0.088115565,-0.08319362,-1.0857184,1.8150198,1.2599285,1.5637997,0.0,2,0,0,0
85816048,32.38836313072078,-117.07722011846325,43.42064,8.731197,-0.0,-0.06094322,-0.087369345,-0.897808,1.8169014,1.2601429,1.564023,0.0,2,0,0,0
86024048,32.38836315487039,-117.07722050433264,43.64179,8.97187,-0.0,-0.053029854,-0.06540234,-0.7245775,1.8186938,1.2607377,1.5638558,0.0,2,0,0,0
86224048,32.38836314450798,-117.07722084713785,43.840614,9.190868,-0.0,-0.032667484,-0.059047546,-0.60639805,1.8173559,1.2609789,1.5638261,0.0,2,0,0,0
86424848,32.38836311013139,-117.07722113899742,44.027443,9.397697,-0.0,-0.02191209,-0.042698506,-0.46999067,1.8151492,1.2612684,1.5640551,0.0,2,0,0,0
86632848,32.388363147798444,-117.07722138795607,44.197952,9.588211,-0.0,0.0056286277,-0.015191937,-0.34829992,1.815529,1.261867,1.5640978,0.0,2,0,0,0
86833649,32.38836323637654,-117.07722157370051,44.351913,9.762165,-0.0,0.030951021,0.0038330294,-0.2536349,1.8184751,1.262132,1.5640391,0.0,2,0,0,0
87033671,32.38836331733933,-117.07722163155307,44.51095,9.941227,-0.0,0.043159213,0.0060320427,-0.16410701,1.8216453,1.2624704,1.5642518,0.0,2,0,0,0
87235248,32.388363406124405,-117.077221609128,44.648857,10.099113,-0.0,0.024646578,0.018089691,-0.039846655,1.8240556,1.2627908,1.564202,0.0,2,0,0,0
87444063,32.388363478785564,-117.07722157093977,44.77787,10.248119,-0.0,0.017199839,0.0027004138,0.032042157,1.8265581,1.2635256,1.5640212,0.0,2,0,0,0
87644048,32.38836353916487,-117.0772215622462,44.884247,10.3745,-0.0,0.010458263,-0.005195627,0.10481059,1.8271065,1.2638847,1.5639942,0.0,2,0,0,0
87844050,32.38836360544529,-117.07722147758135,44.967987,10.478828,-0.0,0.0070331357,0.0009225279,0.15494394,1.8287593,1.2641597,1.5639626,0.0,2,0,0,0
88052871,32.388363691280155,-117.0772214298054,45.02672,10.556885,-0.0,0.008353955,-0.008213851,0.16301316,1.8296506,1.264792,1.5640339,0.0,2,0,0,0
88252848,32.38836380078598,-117.07722146482615,45.06984,10.620491,-0.0,0.0021776543,-0.018497515,0.13009568,1.829252,1.2649091,1.563991,0.0,2,0,0,0
88453648,32.3883639967437,-117.07722154096149,45.117554,10.688141,-0.0,0.011514611,-0.018976998,0.09690115,1.827634,1.264939,1.5639427,0.0,2,0,0,0
88661648,32.388364245807445,-117.07722166836768,45.171158,10.76141,-0.0,0.021607025,-0.043120716,0.05368236,1.8256564,1.265256,1.5642488,0.0,2,0,0,0
88862448,32.388364475522,-117.07722186410727,45.224796,10.834774,-0.0,-0.00075485546,-0.04688772,0.054433946,1.8241186,1.2651315,1.564423,0.0,2,0,0,0
89062448,32.388364647052775,-117.07722208592857,45.28763,10.917431,-0.0,0.00493525,-0.05419048,0.0206207,1.8237256,1.264932,1.5643485,0.0,2,0,0,0
89263248,32.38836477823895,-117.07722235731369,45.366608,11.013603,-0.0,-0.015062471,-0.07391594,-0.058990397,1.8917583,1.2646817,1.5642711,0.0,2,0,0,0
89463248,32.38836478077618,-117.07722262317267,45.423294,11.086964,-0.0,-0.0748215,-0.018730137,0.016859518,2.0286837,1.2644178,1.5642147,0.0,2,0,0,0
89664048,32.38836456423405,-117.07722264941563,45.44887,11.128113,-0.0,-0.27124342,0.16688888,-0.015256888,2.1832225,1.264098,1.5641503,0.0,2,0,0,0
89872048,32.388363738687936,-117.07722209884078,45.482964,11.1776085,-0.0,-0.7553565,0.45726675,-0.0377861,2.344408,1.2641386,1.56394,0.0,2,0,0,0
